record_type,id,label,packet,priority_or_status,claim_strength,safe_scope,claim_roles,entities,ingredients,summary
candidate_claim,CAND_MEMORY_UCHUNK_001526,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,cocoa_chocolate,"by lively reverse-mentorship meetings where 
the young women advised Hershey leaders on issues 
important to them.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
94
The Hershey Company 2023 ESG Report
CASE STUDY
"
candidate_claim,CAND_MEMORY_UCHUNK_001542,"supplier_relationship / retail_price / manufacturing_or_process: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; retail_price; manufacturing_or_process,hershey; target,,"0 students. 
We build on that relationship, adding programs that 
connect with MHS students and staff. We have taken 
a number of steps to support alumni and students with 
the kind of skills and experience that contribute to 
generational change. In 2023, we significantly grew the 
formal talent pi"
candidate_claim,CAND_MEMORY_UCHUNK_001544,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"at 
I have learned to work even 
more efficiently and safely.”
Allen Snyder, MHS student and 
Pre-Apprenticeship participant
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
106
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001554,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"$400,000 
for CMN, bringing our fundraising total to more 
than $7 million since our employees first began 
hosting events. 
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
112
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001555,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: hershey, target, cocoa_chocolate",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,cocoa_chocolate,"communities.
4
The 2023 Good to Give Back campaign offered more volunteer opportunities due to lifted pandemic restrictions.
 Contents
Making Good
Our Company
Cocoa
Responsible Sourcing and Human Rights
Environment
Our People
Youth
Community
About This Report
113
The Hershey Company 2023 ESG Report
"
candidate_claim,CAND_MEMORY_UCHUNK_001556,"cost_or_price_benchmark / retail_price / sustainability_context: hershey, target",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,cost_or_price_benchmark; retail_price; sustainability_context,hershey; target,,"believe,” “continue,” “estimate,” “expect,” 
“forecast,” “future,” “intend,” “plan,” “potential,” “predict,” 
“project,” “strategy,” “target” and similar terms, and future 
or conditional tense verbs like “could,” “may,” “might,” 
“should,” “will” and “would,” among others.
These forward-looking sta"
candidate_claim,CAND_MEMORY_UCHUNK_002145,"supplier_relationship / cost_or_price_benchmark / retail_price: target, packaging",packaging_wrapper,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,target,packaging,"nd), Smurfit Kappa (Ireland), and Oji Holdings Corporation (Japan) are leading
companies of the paper and paperboard packaging market. These companies are pursuing both organic and inorganic growth strategies,
such as product launches, acquisitions, and expansions, to increase their market presence."
candidate_claim,CAND_MEMORY_UCHUNK_001594,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: target, milk_dairy, natural_flavor, pgpr",pgpr,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; sustainability_context; manufacturing_or_process,target,milk_dairy; natural_flavor; pgpr,"and for texture-modifying and 
stabilizing agents, with PGPR emerging as a preferred choice due to its superior 
emulsifying properties and cost-effectiveness. The beverage industry is also 
incorporating PGPR to improve dispersion and stability in flavored drinks and 
nutritional supplements. As co"
candidate_claim,CAND_MEMORY_UCHUNK_001599,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: target, cocoa_chocolate, pgpr",pgpr,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; logistics_distribution; manufacturing_or_process,target,cocoa_chocolate; pgpr,"s 
primary role in stabilizing oil-in-water and water-in-oil emulsions across food 
applications. PGPR’s unique molecular structure enables it to reduce interfacial 
tension, facilitating the formation of stable, homogenous mixtures in chocolates, 
bakery creams, and processed foods. The Stabilizer "
candidate_claim,CAND_MEMORY_UCHUNK_001602,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: target, pgpr",pgpr,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,target,pgpr,"mpetitive landscape is evolving rapidly, with new 
entrants leveraging advanced technologies and agile business models to disrupt 
established supply chains. Strategic collaborations, mergers, and acquisitions are 
common, as companies seek to expand their product portfolios, access new 
markets, an"
candidate_claim,CAND_MEMORY_UCHUNK_001603,"supplier_relationship / ingredient_confirmation / cost_or_price_benchmark: target, pgpr",pgpr,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; cost_or_price_benchmark; retail_price; logistics_distribution; sustainability_context; manufacturing_or_process,target,pgpr,"maintain an edge through superior 
resources, established distribution networks, and strong relationships with 
multinational food processors. 
New entrants are disrupting the market by introducing sustainable, clean-label, 
and specialty PGPR products, targeting unmet needs in vegan, organic, and

"
candidate_claim,CAND_MEMORY_UCHUNK_001911,"ingredient_confirmation / cost_or_price_benchmark / retail_price: cvs, hershey, cocoa_chocolate, milk_dairy",retail_price_evidence,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,ingredient_confirmation; cost_or_price_benchmark; retail_price,cvs; hershey,cocoa_chocolate; milk_dairy,"--- VISUAL OCR PAGE 1: page_001.png ---
¥CVS {a 191 CAMBRIDG... Search CVS or ask a question Q
Open, Closes 10:00 PM
= Menu (ff Mother's Day — Manage prescriptions S Schedule a Vaccine Photo Coupons & Rewards WeeklyAd Extra Big Deals Shop MinuteClinic Services Wellness Zone —Oak Street Health
Home >"
candidate_claim,CAND_MEMORY_UCHUNK_002011,"ingredient_confirmation / cost_or_price_benchmark / retail_price: hershey, target, cocoa_chocolate, milk_dairy, natural_flavor, pgpr, soy_lecithin, sugar",retail_price_evidence,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,ingredient_confirmation; cost_or_price_benchmark; retail_price,hershey; target,cocoa_chocolate; milk_dairy; natural_flavor; pgpr; soy_lecithin; sugar,"--- VISUAL OCR PAGE 1: page_001.png ---
© Categories Deals Pickup & delivery hershey chocolate ba... > u Q (Q) Account =!
Target > Grocery > Candy > Chocolate > Chocolate Bars
_ Shop all HERSHEY'S
(47) .
eo) Hershey's Milk Chocolate Candy Bar - 1.550z
te te tk ok Ye 3450 Vv
$1 .99 ($1.28/ounce) @
Aa"
candidate_claim,CAND_MEMORY_UCHUNK_002019,"ingredient_confirmation / cost_or_price_benchmark / retail_price: hershey, walgreens, cocoa_chocolate, milk_dairy",retail_price_evidence,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,ingredient_confirmation; cost_or_price_benchmark; retail_price,hershey; walgreens,cocoa_chocolate; milk_dairy,"--- VISUAL OCR PAGE 1: page_001.png ---
20% OFF $50+ sitewide* with code SPRING20 50% OFF Everything Photo Get $15 in rewards* on $45 select P&G products
w { Search Q ) © 668 Farmington Ave, West Hart... & Accot
harmacyY HealthServicesy ShopY Savingsy Photoy FinancialServicesy Weekly Ad _ Vaccinatio"
candidate_claim,CAND_MEMORY_UCHUNK_001941,"ingredient_confirmation / cost_or_price_benchmark / retail_price: hershey, walmart, cocoa_chocolate, milk_dairy",retail_price_evidence,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,ingredient_confirmation; cost_or_price_benchmark; retail_price,hershey; walmart,cocoa_chocolate; milk_dairy,"--- VISUAL OCR PAGE 1: page_001.png ---
Pickup or delivery? ; - - . fq) © Feorder Q, Signin =
7) Malden, 02148 + Saugus Supercenter Search everything at Walmart online andin store ~ My Items > Account $0.00
Departments v Services v Rollbacks & More Mother's Day Getit Fast Pharmacy New Arrivals Walma"
candidate_claim,CAND_MEMORY_UCHUNK_001942,"ingredient_confirmation / cost_or_price_benchmark / retail_price: hershey, walmart, cocoa_chocolate, milk_dairy",retail_price_evidence,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,ingredient_confirmation; cost_or_price_benchmark; retail_price,hershey; walmart,cocoa_chocolate; milk_dairy,"m offer now
Continue your search on Walmart
Similar items you might like
Based on what customers bought
= const
oO oO oO XL oO
Image not 4
Available milk chocolate tear 7
1 BAR
1 BaR
+ Add + Add + Add + Add
$5.97 5824 Now $2.50 $278 96.2¢/oz Now $1.62 $82 $1.12/oz $2.97 $10.80/lb
HERSHEY'S Milk Choc"
candidate_claim,CAND_MEMORY_UCHUNK_002278,"supplier_relationship / ingredient_confirmation / retail_price: hershey, target, sugar",sugar,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; ingredient_confirmation; retail_price; sustainability_context; manufacturing_or_process,hershey; target,sugar,"--- VISUAL OCR PAGE 1: page_001.png ---
CAREERS MEDIA INVESTORS
HERSHEY.
f& > Home > Sustainability > Sustainability Issues
Sugar is an essential ingredient in many of our delicious snacks. Sugar production provides a
livelihood to growers and local communities. At Hershey, we are committed to a sup"
candidate_claim,CAND_MEMORY_UCHUNK_001618,"supplier_relationship / retail_price / sustainability_context: asr, target, packaging",sugar,unified_memory_scan,direct_visual_or_page_evidence,retail_page_level,supplier_relationship; retail_price; sustainability_context; manufacturing_or_process,asr; target,packaging,"upply Chain
Employee and Community 
Engagement
Governance, Communication 
and Reporting
Closing
Appendix
EXECUTIVE SUMMARY
Since we published our FY22 Sustainability Report, 
we’ve continued to strive to better understand our 
influence on the world around us.
4
ASR Group Sustainability Report 2023
"
